season,week,date,weekday,kickoff_et,away_team,home_team,away_score,home_score,home_spread,total,ats_winner,over_under,roof,division_game,stadium
2023,13,2023-11-30,Thursday,20:15,SEA,DAL,35,41,-9.5,47.5,SEA,Over,closed,0,AT&T Stadium
2023,13,2023-12-03,Sunday,13:00,DEN,HOU,17,22,-3.5,47.5,HOU,Under,closed,0,NRG Stadium
2023,13,2023-12-03,Sunday,13:00,LAC,NE,6,0,4.5,38.5,LAC,Under,outdoors,0,Gillette Stadium
2023,13,2023-12-03,Sunday,13:00,DET,NO,33,28,4.0,47.5,DET,Over,dome,0,Mercedes-Benz Superdome
2023,13,2023-12-03,Sunday,13:00,ATL,NYJ,13,8,2.0,33.0,ATL,Under,outdoors,0,MetLife Stadium
2023,13,2023-12-03,Sunday,13:00,ARI,PIT,24,10,-6.0,41.0,ARI,Under,outdoors,0,Acrisure Stadium
2023,13,2023-12-03,Sunday,13:00,IND,TEN,31,28,1.5,42.0,IND,Over,outdoors,1,Nissan Stadium
2023,13,2023-12-03,Sunday,13:00,MIA,WAS,45,15,8.5,50.0,MIA,Over,outdoors,0,FedExField
2023,13,2023-12-03,Sunday,16:05,CAR,TB,18,21,-4.0,37.0,CAR,Over,outdoors,1,Raymond James Stadium
2023,13,2023-12-03,Sunday,16:25,CLE,LA,19,36,-3.5,39.5,LA,Over,dome,0,SoFi Stadium
2023,13,2023-12-03,Sunday,16:25,SF,PHI,42,19,3.0,46.5,SF,Over,outdoors,0,Lincoln Financial Field
2023,13,2023-12-03,Sunday,20:20,KC,GB,19,27,5.5,43.5,GB,Over,outdoors,0,Lambeau Field
2023,13,2023-12-04,Monday,20:15,CIN,JAX,34,31,-10.0,41.0,CIN,Over,outdoors,0,TIAA Bank Stadium
2023,14,2023-12-07,Thursday,20:15,NE,PIT,21,18,-6.0,30.0,NE,Over,outdoors,0,Acrisure Stadium
2023,14,2023-12-10,Sunday,13:00,TB,ATL,29,25,-1.5,41.5,TB,Over,closed,1,Mercedes-Benz Stadium
2023,14,2023-12-10,Sunday,13:00,LA,BAL,31,37,-7.5,42.0,LA,Over,outdoors,0,M&T Bank Stadium
2023,14,2023-12-10,Sunday,13:00,DET,CHI,13,28,3.0,44.5,CHI,Under,outdoors,1,Soldier Field
2023,14,2023-12-10,Sunday,13:00,IND,CIN,14,34,-3.0,45.0,CIN,Over,outdoors,0,Paycor Stadium
2023,14,2023-12-10,Sunday,13:00,JAX,CLE,27,31,-2.5,37.5,CLE,Over,outdoors,0,FirstEnergy Stadium
2023,14,2023-12-10,Sunday,13:00,CAR,NO,6,28,-5.5,39.0,NO,Under,dome,1,Mercedes-Benz Superdome
2023,14,2023-12-10,Sunday,13:00,HOU,NYJ,6,30,3.5,33.5,NYJ,Over,outdoors,0,MetLife Stadium
2023,14,2023-12-10,Sunday,16:05,MIN,LV,3,0,3.0,40.5,PUSH,Under,dome,0,Allegiant Stadium
2023,14,2023-12-10,Sunday,16:05,SEA,SF,16,28,-14.5,44.5,SEA,Under,outdoors,1,Levi's Stadium
2023,14,2023-12-10,Sunday,16:25,BUF,KC,20,17,-2.0,49.5,BUF,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2023,14,2023-12-10,Sunday,16:25,DEN,LAC,24,7,-3.0,45.0,DEN,Under,dome,1,SoFi Stadium
2023,14,2023-12-10,Sunday,20:20,PHI,DAL,13,33,-3.5,52.5,DAL,Under,closed,1,AT&T Stadium
2023,14,2023-12-11,Monday,20:15,TEN,MIA,28,27,-14.0,45.0,TEN,Over,outdoors,0,Hard Rock Stadium
2023,14,2023-12-11,Monday,20:15,GB,NYG,22,24,6.0,37.5,NYG,Over,outdoors,0,MetLife Stadium
2023,15,2023-12-14,Thursday,20:15,LAC,LV,21,63,-3.0,36.0,LV,Over,dome,1,Allegiant Stadium
2023,15,2023-12-16,Saturday,13:00,MIN,CIN,24,27,-3.0,41.5,PUSH,Over,outdoors,0,Paycor Stadium
2023,15,2023-12-16,Saturday,16:30,PIT,IND,13,30,-1.5,41.5,IND,Over,closed,0,Lucas Oil Stadium
2023,15,2023-12-16,Saturday,20:15,DEN,DET,17,42,-5.5,49.0,DET,Over,dome,0,Ford Field
2023,15,2023-12-17,Sunday,13:00,ATL,CAR,7,9,3.0,32.0,CAR,Under,outdoors,1,Bank of America Stadium
2023,15,2023-12-17,Sunday,13:00,CHI,CLE,17,20,-3.0,38.0,PUSH,Under,outdoors,0,FirstEnergy Stadium
2023,15,2023-12-17,Sunday,13:00,TB,GB,34,20,-4.0,41.5,TB,Over,outdoors,0,Lambeau Field
2023,15,2023-12-17,Sunday,13:00,NYJ,MIA,0,30,-7.5,36.0,MIA,Under,outdoors,1,Hard Rock Stadium
2023,15,2023-12-17,Sunday,13:00,KC,NE,27,17,10.0,39.5,PUSH,Over,outdoors,0,Gillette Stadium
2023,15,2023-12-17,Sunday,13:00,NYG,NO,6,24,-6.0,39.5,NO,Under,dome,0,Mercedes-Benz Superdome
2023,15,2023-12-17,Sunday,13:00,HOU,TEN,19,16,-3.0,38.0,HOU,Under,outdoors,1,Nissan Stadium
2023,15,2023-12-17,Sunday,16:05,SF,ARI,45,29,12.5,48.0,SF,Over,open,1,State Farm Stadium
2023,15,2023-12-17,Sunday,16:05,WAS,LA,20,28,-6.5,48.5,LA,Under,dome,0,SoFi Stadium
2023,15,2023-12-17,Sunday,16:25,DAL,BUF,10,31,-2.0,49.5,BUF,Under,outdoors,0,New Era Field
2023,15,2023-12-17,Sunday,20:20,BAL,JAX,23,7,4.0,42.5,BAL,Under,outdoors,0,TIAA Bank Stadium
2023,15,2023-12-18,Monday,20:15,PHI,SEA,17,20,5.0,46.0,SEA,Under,outdoors,0,Lumen Field
2023,16,2023-12-21,Thursday,20:15,NO,LA,22,30,-4.0,45.5,LA,Over,dome,0,SoFi Stadium
2023,16,2023-12-23,Saturday,16:30,CIN,PIT,11,34,3.0,39.5,PIT,Over,outdoors,1,Acrisure Stadium
2023,16,2023-12-23,Saturday,20:00,BUF,LAC,24,22,13.0,44.5,LAC,Over,dome,0,SoFi Stadium
2023,16,2023-12-24,Sunday,13:00,IND,ATL,10,29,-3.0,44.0,ATL,Under,closed,0,Mercedes-Benz Stadium
2023,16,2023-12-24,Sunday,13:00,GB,CAR,33,30,3.5,39.5,CAR,Over,outdoors,0,Bank of America Stadium
2023,16,2023-12-24,Sunday,13:00,CLE,HOU,36,22,3.0,40.0,CLE,Over,closed,0,NRG Stadium
2023,16,2023-12-24,Sunday,13:00,DET,MIN,30,24,2.5,47.5,DET,Over,dome,1,U.S. Bank Stadium
2023,16,2023-12-24,Sunday,13:00,WAS,NYJ,28,30,-3.0,36.5,WAS,Over,outdoors,0,MetLife Stadium
2023,16,2023-12-24,Sunday,13:00,SEA,TEN,20,17,3.0,42.0,PUSH,Under,outdoors,0,Nissan Stadium
2023,16,2023-12-24,Sunday,16:05,JAX,TB,12,30,2.0,43.0,TB,Under,outdoors,0,Raymond James Stadium
2023,16,2023-12-24,Sunday,16:25,ARI,CHI,16,27,-4.5,42.0,CHI,Over,outdoors,0,Soldier Field
2023,16,2023-12-24,Sunday,16:25,DAL,MIA,20,22,-1.5,48.5,MIA,Under,outdoors,0,Hard Rock Stadium
2023,16,2023-12-24,Sunday,20:15,NE,DEN,26,23,-7.0,37.5,NE,Over,outdoors,0,Empower Field at Mile High
2023,16,2023-12-25,Monday,13:00,LV,KC,20,14,-11.0,40.5,LV,Under,outdoors,1,GEHA Field at Arrowhead Stadium
2023,16,2023-12-25,Monday,16:30,NYG,PHI,25,33,-14.0,41.0,NYG,Over,outdoors,1,Lincoln Financial Field
2023,16,2023-12-25,Monday,20:15,BAL,SF,33,19,-6.5,47.5,BAL,Over,outdoors,0,Levi's Stadium
2023,17,2023-12-28,Thursday,20:15,NYJ,CLE,20,37,-6.5,33.5,CLE,Over,outdoors,0,FirstEnergy Stadium
2023,17,2023-12-30,Saturday,20:15,DET,DAL,19,20,-5.5,53.0,DET,Under,closed,0,AT&T Stadium
2023,17,2023-12-31,Sunday,13:00,MIA,BAL,19,56,-3.0,47.0,BAL,Over,outdoors,0,M&T Bank Stadium
2023,17,2023-12-31,Sunday,13:00,NE,BUF,21,27,-15.0,40.0,NE,Over,outdoors,1,New Era Field
2023,17,2023-12-31,Sunday,13:00,ATL,CHI,17,37,-3.0,39.0,CHI,Over,outdoors,0,Soldier Field
2023,17,2023-12-31,Sunday,13:00,TEN,HOU,3,26,-5.0,44.0,HOU,Under,closed,1,NRG Stadium
2023,17,2023-12-31,Sunday,13:00,LV,IND,20,23,-3.5,42.5,LV,Over,closed,0,Lucas Oil Stadium
2023,17,2023-12-31,Sunday,13:00,CAR,JAX,0,26,-3.5,38.0,JAX,Under,outdoors,0,TIAA Bank Stadium
2023,17,2023-12-31,Sunday,13:00,LA,NYG,26,25,6.0,43.5,NYG,Over,outdoors,0,MetLife Stadium
2023,17,2023-12-31,Sunday,13:00,ARI,PHI,35,31,-12.0,48.0,ARI,Over,outdoors,0,Lincoln Financial Field
2023,17,2023-12-31,Sunday,13:00,NO,TB,23,13,-2.5,42.5,NO,Under,outdoors,1,Raymond James Stadium
2023,17,2023-12-31,Sunday,13:00,SF,WAS,27,10,14.0,49.0,SF,Under,outdoors,0,FedExField
2023,17,2023-12-31,Sunday,16:05,PIT,SEA,30,23,-4.5,40.5,PIT,Over,outdoors,0,Lumen Field
2023,17,2023-12-31,Sunday,16:25,LAC,DEN,9,16,-3.5,39.5,DEN,Under,outdoors,1,Empower Field at Mile High
2023,17,2023-12-31,Sunday,16:25,CIN,KC,17,25,-7.5,46.0,KC,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2023,17,2023-12-31,Sunday,20:20,GB,MIN,33,10,-1.0,42.5,GB,Over,dome,1,U.S. Bank Stadium
2023,18,2024-01-06,Saturday,16:30,PIT,BAL,17,10,3.0,34.0,PIT,Under,outdoors,1,M&T Bank Stadium
2023,18,2024-01-06,Saturday,20:15,HOU,IND,23,19,1.5,47.5,HOU,Under,closed,1,Lucas Oil Stadium
2023,18,2024-01-07,Sunday,13:00,TB,CAR,9,0,5.0,36.5,TB,Under,outdoors,1,Bank of America Stadium
2023,18,2024-01-07,Sunday,13:00,CLE,CIN,14,31,-7.5,37.0,CIN,Over,outdoors,1,Paycor Stadium
2023,18,2024-01-07,Sunday,13:00,MIN,DET,20,30,-3.5,47.5,DET,Over,dome,1,Ford Field
2023,18,2024-01-07,Sunday,13:00,NYJ,NE,17,3,-2.5,28.5,NYJ,Under,outdoors,1,Gillette Stadium
2023,18,2024-01-07,Sunday,13:00,ATL,NO,17,48,-3.5,41.5,NO,Over,dome,1,Mercedes-Benz Superdome
2023,18,2024-01-07,Sunday,13:00,JAX,TEN,20,28,3.5,41.5,TEN,Over,outdoors,1,Nissan Stadium
2023,18,2024-01-07,Sunday,16:25,SEA,ARI,21,20,2.5,48.0,ARI,Under,closed,1,State Farm Stadium
2023,18,2024-01-07,Sunday,16:25,CHI,GB,9,17,-2.5,45.5,GB,Under,outdoors,1,Lambeau Field
2023,18,2024-01-07,Sunday,16:25,KC,LAC,13,12,-3.5,35.0,KC,Under,dome,1,SoFi Stadium
2023,18,2024-01-07,Sunday,16:25,DEN,LV,14,27,-3.5,37.5,LV,Over,dome,1,Allegiant Stadium
2023,18,2024-01-07,Sunday,16:25,PHI,NYG,10,27,4.5,43.0,NYG,Under,outdoors,1,MetLife Stadium
2023,18,2024-01-07,Sunday,16:25,LA,SF,21,20,-5.5,40.0,LA,Over,outdoors,1,Levi's Stadium
2023,18,2024-01-07,Sunday,16:25,DAL,WAS,38,10,13.0,47.5,DAL,Over,outdoors,1,FedExField
2023,18,2024-01-07,Sunday,20:20,BUF,MIA,21,14,2.5,47.5,BUF,Under,outdoors,1,Hard Rock Stadium
2024,1,2024-09-05,Thursday,20:20,BAL,KC,20,27,-3.0,46.0,KC,Over,outdoors,0,GEHA Field at Arrowhead Stadium
2024,1,2024-09-06,Friday,20:15,GB,PHI,29,34,-2.0,49.5,PHI,Over,outdoors,0,Arena Corinthians
2024,1,2024-09-08,Sunday,13:00,PIT,ATL,18,10,-4.0,43.0,PIT,Under,closed,0,Mercedes-Benz Stadium
2024,1,2024-09-08,Sunday,13:00,ARI,BUF,28,34,-6.5,46.0,ARI,Over,outdoors,0,New Era Field
2024,1,2024-09-08,Sunday,13:00,TEN,CHI,17,24,-4.0,43.0,CHI,Under,outdoors,0,Soldier Field
2024,1,2024-09-08,Sunday,13:00,NE,CIN,16,10,-8.0,40.5,NE,Under,outdoors,0,Paycor Stadium
2024,1,2024-09-08,Sunday,13:00,HOU,IND,29,27,3.0,49.0,IND,Over,closed,1,Lucas Oil Stadium
2024,1,2024-09-08,Sunday,13:00,JAX,MIA,17,20,-3.5,49.5,JAX,Under,outdoors,0,Hard Rock Stadium
2024,1,2024-09-08,Sunday,13:00,CAR,NO,10,47,-3.5,41.5,NO,Over,dome,1,Mercedes-Benz Superdome
2024,1,2024-09-08,Sunday,13:00,MIN,NYG,28,6,1.0,42.5,MIN,Under,outdoors,0,MetLife Stadium
2024,1,2024-09-08,Sunday,16:05,LV,LAC,10,22,-3.0,41.0,LAC,Under,dome,1,SoFi Stadium
2024,1,2024-09-08,Sunday,16:05,DEN,SEA,20,26,-6.5,42.0,DEN,Over,outdoors,0,Lumen Field
2024,1,2024-09-08,Sunday,16:25,DAL,CLE,33,17,-2.5,42.0,DAL,Over,outdoors,0,FirstEnergy Stadium
2024,1,2024-09-08,Sunday,16:25,WAS,TB,20,37,-4.0,42.0,TB,Over,outdoors,0,Raymond James Stadium
2024,1,2024-09-08,Sunday,20:20,LA,DET,20,26,-5.0,54.0,DET,Under,dome,0,Ford Field
2024,1,2024-09-09,Monday,20:15,NYJ,SF,19,32,-3.5,43.0,SF,Over,outdoors,0,Levi's Stadium
2024,2,2024-09-12,Thursday,20:15,BUF,MIA,31,10,-2.5,48.5,BUF,Under,outdoors,1,Hard Rock Stadium
2024,2,2024-09-15,Sunday,13:00,LV,BAL,26,23,-9.0,41.0,LV,Over,outdoors,0,M&T Bank Stadium
2024,2,2024-09-15,Sunday,13:00,LAC,CAR,26,3,5.0,39.0,LAC,Under,outdoors,0,Bank of America Stadium
2024,2,2024-09-15,Sunday,13:00,NO,DAL,44,19,-6.5,47.0,NO,Over,closed,0,AT&T Stadium
2024,2,2024-09-15,Sunday,13:00,TB,DET,20,16,-7.5,51.5,TB,Under,dome,0,Ford Field
2024,2,2024-09-15,Sunday,13:00,IND,GB,10,16,3.0,41.5,GB,Under,outdoors,0,Lambeau Field
2024,2,2024-09-15,Sunday,13:00,CLE,JAX,18,13,-3.0,41.5,CLE,Under,outdoors,0,TIAA Bank Stadium
2024,2,2024-09-15,Sunday,13:00,SF,MIN,17,23,4.5,46.5,MIN,Under,dome,0,U.S. Bank Stadium
2024,2,2024-09-15,Sunday,13:00,SEA,NE,23,20,3.5,39.0,NE,Over,outdoors,0,Gillette Stadium
2024,2,2024-09-15,Sunday,13:00,NYJ,TEN,24,17,3.5,41.5,NYJ,Under,outdoors,0,Nissan Stadium
2024,2,2024-09-15,Sunday,13:00,NYG,WAS,18,21,-1.5,42.5,WAS,Under,outdoors,1,FedExField
2024,2,2024-09-15,Sunday,16:05,LA,ARI,10,41,1.0,47.5,ARI,Over,closed,1,State Farm Stadium
2024,2,2024-09-15,Sunday,16:25,PIT,DEN,13,6,3.0,36.5,PIT,Under,outdoors,0,Empower Field at Mile High
2024,2,2024-09-15,Sunday,16:25,CIN,KC,25,26,-6.5,47.5,CIN,Over,outdoors,0,GEHA Field at Arrowhead Stadium
2024,2,2024-09-15,Sunday,20:20,CHI,HOU,13,19,-6.0,45.5,PUSH,Under,closed,0,NRG Stadium
2024,2,2024-09-16,Monday,20:15,ATL,PHI,22,21,-5.5,46.5,ATL,Under,outdoors,0,Lincoln Financial Field
2024,3,2024-09-19,Thursday,20:15,NE,NYJ,3,24,-6.5,39.0,NYJ,Under,outdoors,1,MetLife Stadium
2024,3,2024-09-22,Sunday,13:00,NYG,CLE,21,15,-6.5,38.0,NYG,Under,outdoors,0,FirstEnergy Stadium
2024,3,2024-09-22,Sunday,13:00,CHI,IND,16,21,-1.5,43.0,IND,Under,closed,0,Lucas Oil Stadium
2024,3,2024-09-22,Sunday,13:00,HOU,MIN,7,34,2.0,46.0,MIN,Under,dome,0,U.S. Bank Stadium
2024,3,2024-09-22,Sunday,13:00,PHI,NO,15,12,-2.5,49.0,PHI,Under,dome,0,Mercedes-Benz Superdome
2024,3,2024-09-22,Sunday,13:00,LAC,PIT,10,20,-3.0,36.0,PIT,Under,outdoors,0,Acrisure Stadium
2024,3,2024-09-22,Sunday,13:00,DEN,TB,26,7,-6.0,40.5,DEN,Under,outdoors,0,Raymond James Stadium
2024,3,2024-09-22,Sunday,13:00,GB,TEN,30,14,-3.0,37.0,GB,Over,outdoors,0,Nissan Stadium
2024,3,2024-09-22,Sunday,16:05,CAR,LV,36,22,-5.5,40.0,CAR,Over,dome,0,Allegiant Stadium
2024,3,2024-09-22,Sunday,16:05,MIA,SEA,3,24,-4.0,41.5,SEA,Under,outdoors,0,Lumen Field
2024,3,2024-09-22,Sunday,16:25,DET,ARI,20,13,3.0,51.5,DET,Under,closed,0,State Farm Stadium
2024,3,2024-09-22,Sunday,16:25,BAL,DAL,28,25,1.5,47.5,BAL,Over,closed,0,AT&T Stadium
2024,3,2024-09-22,Sunday,16:25,SF,LA,24,27,6.0,44.5,LA,Over,dome,1,SoFi Stadium
2024,3,2024-09-22,Sunday,20:20,KC,ATL,22,17,3.0,46.0,KC,Under,closed,0,Mercedes-Benz Stadium
2024,3,2024-09-23,Monday,19:30,JAX,BUF,10,47,-4.0,46.5,BUF,Over,outdoors,0,New Era Field
2024,3,2024-09-23,Monday,20:15,WAS,CIN,38,33,-7.5,46.0,WAS,Over,outdoors,0,Paycor Stadium
2024,4,2024-09-26,Thursday,20:15,DAL,NYG,20,15,5.5,45.0,NYG,Under,outdoors,1,MetLife Stadium
2024,4,2024-09-29,Sunday,13:00,NO,ATL,24,26,-2.5,41.5,NO,Over,closed,1,Mercedes-Benz Stadium
2024,4,2024-09-29,Sunday,13:00,CIN,CAR,34,24,4.5,47.0,CIN,Over,outdoors,0,Bank of America Stadium
2024,4,2024-09-29,Sunday,13:00,LA,CHI,18,24,-3.0,40.0,CHI,Over,outdoors,0,Soldier Field
2024,4,2024-09-29,Sunday,13:00,MIN,GB,31,29,-2.5,44.0,MIN,Over,outdoors,1,Lambeau Field
2024,4,2024-09-29,Sunday,13:00,JAX,HOU,20,24,-5.5,44.5,JAX,Under,closed,1,NRG Stadium
2024,4,2024-09-29,Sunday,13:00,PIT,IND,24,27,2.5,40.0,IND,Over,closed,0,Lucas Oil Stadium
2024,4,2024-09-29,Sunday,13:00,DEN,NYJ,10,9,-7.5,39.5,DEN,Under,outdoors,0,MetLife Stadium
2024,4,2024-09-29,Sunday,13:00,PHI,TB,16,33,1.0,42.0,TB,Over,outdoors,0,Raymond James Stadium
2024,4,2024-09-29,Sunday,16:05,WAS,ARI,42,14,-3.5,49.0,WAS,Over,closed,0,State Farm Stadium
2024,4,2024-09-29,Sunday,16:05,NE,SF,13,30,-10.5,41.5,SF,Over,outdoors,0,Levi's Stadium
2024,4,2024-09-29,Sunday,16:25,KC,LAC,17,10,7.5,41.5,LAC,Under,dome,1,SoFi Stadium
2024,4,2024-09-29,Sunday,16:25,CLE,LV,16,20,2.5,36.5,LV,Under,dome,0,Allegiant Stadium
2024,4,2024-09-29,Sunday,20:20,BUF,BAL,10,35,-2.5,46.5,BAL,Under,outdoors,0,M&T Bank Stadium
2024,4,2024-09-30,Monday,19:30,TEN,MIA,31,12,-2.5,37.0,TEN,Over,outdoors,0,Hard Rock Stadium
2024,4,2024-09-30,Monday,20:15,SEA,DET,29,42,-3.5,46.5,DET,Over,dome,0,Ford Field
2024,5,2024-10-03,Thursday,20:15,TB,ATL,30,36,-2.5,44.0,ATL,Over,closed,1,Mercedes-Benz Stadium
2024,5,2024-10-06,Sunday,09:30,NYJ,MIN,17,23,-2.5,42.0,MIN,Under,outdoors,0,Tottenham Stadium
2024,5,2024-10-06,Sunday,13:00,CAR,CHI,10,36,-4.0,40.0,CHI,Over,outdoors,0,Soldier Field
2024,5,2024-10-06,Sunday,13:00,BAL,CIN,41,38,2.5,48.5,BAL,Over,outdoors,1,Paycor Stadium
2024,5,2024-10-06,Sunday,13:00,BUF,HOU,20,23,-1.0,48.0,HOU,Under,closed,0,NRG Stadium
2024,5,2024-10-06,Sunday,13:00,IND,JAX,34,37,-3.5,45.0,IND,Over,outdoors,1,TIAA Bank Stadium
2024,5,2024-10-06,Sunday,13:00,MIA,NE,15,10,2.0,37.0,MIA,Under,outdoors,1,Gillette Stadium
2024,5,2024-10-06,Sunday,13:00,CLE,WAS,13,34,-3.0,44.0,WAS,Over,outdoors,0,FedExField
2024,5,2024-10-06,Sunday,16:05,LV,DEN,18,34,-3.0,36.0,DEN,Over,outdoors,1,Empower Field at Mile High
2024,5,2024-10-06,Sunday,16:05,ARI,SF,24,23,-7.0,48.5,ARI,Under,outdoors,1,Levi's Stadium
2024,5,2024-10-06,Sunday,16:25,GB,LA,24,19,3.0,49.5,GB,Under,dome,0,SoFi Stadium
2024,5,2024-10-06,Sunday,16:25,NYG,SEA,29,20,-7.0,42.5,NYG,Over,outdoors,0,Lumen Field
2024,5,2024-10-06,Sunday,20:20,DAL,PIT,20,17,-2.5,43.5,DAL,Under,outdoors,0,Acrisure Stadium
2024,5,2024-10-07,Monday,20:15,NO,KC,13,26,-5.5,43.0,KC,Under,outdoors,0,GEHA Field at Arrowhead Stadium
2024,6,2024-10-10,Thursday,20:15,SF,SEA,36,24,3.5,49.0,SF,Over,outdoors,1,Lumen Field
2024,6,2024-10-13,Sunday,09:30,JAX,CHI,16,35,1.5,44.5,CHI,Over,outdoors,0,Tottenham Stadium
2024,6,2024-10-13,Sunday,13:00,WAS,BAL,23,30,-6.5,51.5,BAL,Over,outdoors,0,M&T Bank Stadium
2024,6,2024-10-13,Sunday,13:00,ARI,GB,13,34,-5.5,47.0,GB,Push,outdoors,0,Lambeau Field
2024,6,2024-10-13,Sunday,13:00,HOU,NE,41,21,6.5,38.5,HOU,Over,outdoors,0,Gillette Stadium
2024,6,2024-10-13,Sunday,13:00,TB,NO,51,27,3.5,42.5,TB,Over,dome,1,Mercedes-Benz Superdome
2024,6,2024-10-13,Sunday,13:00,CLE,PHI,16,20,-8.0,42.0,CLE,Under,outdoors,0,Lincoln Financial Field
2024,6,2024-10-13,Sunday,13:00,IND,TEN,20,17,-2.5,42.0,IND,Under,outdoors,1,Nissan Stadium
2024,6,2024-10-13,Sunday,16:05,LAC,DEN,23,16,3.0,37.0,LAC,Over,outdoors,1,Empower Field at Mile High
2024,6,2024-10-13,Sunday,16:05,PIT,LV,32,13,3.5,36.5,PIT,Over,dome,0,Allegiant Stadium
2024,6,2024-10-13,Sunday,16:25,ATL,CAR,38,20,6.0,45.5,ATL,Over,outdoors,1,Bank of America Stadium
2024,6,2024-10-13,Sunday,16:25,DET,DAL,47,9,3.5,52.5,DET,Over,closed,0,AT&T Stadium
2024,6,2024-10-13,Sunday,20:20,CIN,NYG,17,7,4.5,46.0,CIN,Under,outdoors,0,MetLife Stadium
2024,6,2024-10-14,Monday,20:15,BUF,NYJ,23,20,1.0,42.0,BUF,Over,outdoors,1,MetLife Stadium
2024,7,2024-10-17,Thursday,20:15,DEN,NO,33,10,2.5,37.0,DEN,Over,dome,0,Mercedes-Benz Superdome
2024,7,2024-10-20,Sunday,09:30,NE,JAX,16,32,-6.5,42.0,JAX,Over,outdoors,0,Wembley Stadium
2024,7,2024-10-20,Sunday,13:00,SEA,ATL,34,14,-3.0,51.5,SEA,Under,closed,0,Mercedes-Benz Stadium
2024,7,2024-10-20,Sunday,13:00,TEN,BUF,10,34,-9.5,41.0,BUF,Over,outdoors,0,New Era Field
2024,7,2024-10-20,Sunday,13:00,CIN,CLE,21,14,5.5,42.0,CIN,Under,outdoors,1,FirstEnergy Stadium
2024,7,2024-10-20,Sunday,13:00,HOU,GB,22,24,-3.0,48.0,HOU,Under,outdoors,0,Lambeau Field
2024,7,2024-10-20,Sunday,13:00,MIA,IND,10,16,-3.0,44.0,IND,Under,closed,0,Lucas Oil Stadium
2024,7,2024-10-20,Sunday,13:00,DET,MIN,31,29,-1.0,50.5,DET,Over,dome,1,U.S. Bank Stadium
2024,7,2024-10-20,Sunday,13:00,PHI,NYG,28,3,3.0,42.0,PHI,Under,outdoors,1,MetLife Stadium
2024,7,2024-10-20,Sunday,16:05,LV,LA,15,20,-7.0,43.0,LV,Under,dome,0,SoFi Stadium
2024,7,2024-10-20,Sunday,16:05,CAR,WAS,7,40,-10.0,51.0,WAS,Under,outdoors,0,FedExField
2024,7,2024-10-20,Sunday,16:25,KC,SF,28,18,-2.5,47.5,KC,Under,outdoors,0,Levi's Stadium
2024,7,2024-10-20,Sunday,20:20,NYJ,PIT,15,37,3.0,40.0,PIT,Over,outdoors,0,Acrisure Stadium
2024,7,2024-10-21,Monday,20:15,BAL,TB,41,31,4.5,51.0,BAL,Over,outdoors,0,Raymond James Stadium
2024,7,2024-10-21,Monday,21:00,LAC,ARI,15,17,1.0,44.0,ARI,Under,closed,0,State Farm Stadium
2024,8,2024-10-24,Thursday,20:15,MIN,LA,20,30,3.0,47.5,LA,Over,dome,0,SoFi Stadium
2024,8,2024-10-27,Sunday,13:00,PHI,CIN,37,17,-2.5,47.5,PHI,Over,outdoors,0,Paycor Stadium
2024,8,2024-10-27,Sunday,13:00,BAL,CLE,24,29,7.5,44.5,CLE,Over,outdoors,1,FirstEnergy Stadium
2024,8,2024-10-27,Sunday,13:00,TEN,DET,14,52,-12.5,45.0,DET,Over,dome,0,Ford Field
2024,8,2024-10-27,Sunday,13:00,IND,HOU,20,23,-5.0,45.0,IND,Under,closed,1,NRG Stadium
2024,8,2024-10-27,Sunday,13:00,GB,JAX,30,27,3.5,49.0,JAX,Over,outdoors,0,TIAA Bank Stadium
2024,8,2024-10-27,Sunday,13:00,ARI,MIA,28,27,-4.0,46.5,ARI,Over,outdoors,0,Hard Rock Stadium
2024,8,2024-10-27,Sunday,13:00,NYJ,NE,22,25,7.0,41.0,NE,Over,outdoors,1,Gillette Stadium
2024,8,2024-10-27,Sunday,13:00,ATL,TB,31,26,1.5,47.0,ATL,Over,outdoors,1,Raymond James Stadium
2024,8,2024-10-27,Sunday,16:05,NO,LAC,8,26,-7.0,41.5,LAC,Under,dome,0,SoFi Stadium
2024,8,2024-10-27,Sunday,16:05,BUF,SEA,31,10,3.0,45.5,BUF,Under,outdoors,0,Lumen Field
2024,8,2024-10-27,Sunday,16:25,CAR,DEN,14,28,-13.0,40.5,DEN,Over,outdoors,0,Empower Field at Mile High
2024,8,2024-10-27,Sunday,16:25,KC,LV,27,20,9.0,42.0,LV,Over,dome,1,Allegiant Stadium
2024,8,2024-10-27,Sunday,16:25,CHI,WAS,15,18,-1.5,46.5,WAS,Under,outdoors,0,FedExField
2024,8,2024-10-27,Sunday,20:20,DAL,SF,24,30,-5.5,48.0,SF,Over,outdoors,0,Levi's Stadium
2024,8,2024-10-28,Monday,20:15,NYG,PIT,18,26,-6.0,37.5,PIT,Over,outdoors,0,Acrisure Stadium
2024,9,2024-10-31,Thursday,20:15,HOU,NYJ,13,21,-2.5,43.5,NYJ,Under,outdoors,0,MetLife Stadium
2024,9,2024-11-03,Sunday,13:00,DAL,ATL,21,27,-3.0,52.0,ATL,Under,closed,0,Mercedes-Benz Stadium
2024,9,2024-11-03,Sunday,13:00,DEN,BAL,10,41,-9.0,46.5,BAL,Over,outdoors,0,M&T Bank Stadium
